Rotation	Base moment [kN.m]	Axial Disp. [mm]
4.74909E-05	-31.01644549	-2.188604558
4.83996E-05	-30.95851152	-2.191803185
4.70593E-05	-30.98737805	-2.195144538
4.85467E-05	-30.97313438	-2.198218135
4.80789E-05	-30.94425288	-2.201763447
4.78895E-05	-30.84301024	-2.205097582
4.77841E-05	-30.76988415	-2.208261983
4.78473E-05	-30.53727909	-2.210779581
4.70353E-05	-30.02082994	-2.21425388
4.83558E-05	-29.20697607	-2.217256231
4.73448E-05	-28.40264004	-2.220772905
4.68338E-05	-27.73047049	-2.223497722
4.81666E-05	-27.37382278	-2.226983663
4.80911E-05	-27.16926437	-2.23076879
4.80752E-05	-27.08759599	-2.234545071
4.86995E-05	-26.90381582	-2.237280831
4.74831E-05	-26.76529453	-2.24034139
4.82348E-05	-26.66129879	-2.243958646
4.75951E-05	-26.60751404	-2.246910473
4.80638E-05	-26.55798207	-2.250270452
4.94374E-05	-26.56776055	-2.253780374
4.83264E-05	-26.58585393	-2.256801585
4.7203E-05	-26.57051048	-2.260223264
4.72912E-05	-26.47952771	-2.26326962
4.71153E-05	-26.47797052	-2.266331576
4.82664E-05	-26.52404923	-2.269772114
4.74098E-05	-26.51719231	-2.272771671
4.79858E-05	-26.52463803	-2.275777049
4.78444E-05	-26.444734	-2.279717242
4.85483E-05	-26.51431969	-2.283019479
4.76103E-05	-26.4184917	-2.28577666
4.81497E-05	-26.05274265	-2.289287746
4.72434E-05	-25.52223439	-2.290940844
4.77451E-05	-25.19737464	-2.29208474
5.23602E-05	-24.42223845	-2.293780912
5.45118E-05	-23.54752587	-2.293826547
5.82996E-05	-22.35112402	-2.294291742
6.06934E-05	-21.58112159	-2.293784404
6.32296E-05	-20.77674045	-2.294321079
6.57534E-05	-19.94749068	-2.294282662
6.73278E-05	-19.23610515	-2.294358099
7.20587E-05	-18.45613175	-2.294325503
7.28922E-05	-17.73544231	-2.294959733
7.61708E-05	-17.08329343	-2.294856356
7.85333E-05	-16.40852879	-2.29525147
7.9693E-05	-15.68350226	-2.295294311
8.33672E-05	-14.87103449	-2.295313869
8.58336E-05	-14.13666331	-2.295306418
8.90725E-05	-13.42572065	-2.295630518
9.08417E-05	-12.73062237	-2.295482438
9.38514E-05	-12.02835517	-2.29585846
9.66167E-05	-11.28500236	-2.29599094
9.97467E-05	-10.56817693	-2.296166727
0.000101344	-9.831095729	-2.296463354
0.00010416	-9.076890642	-2.29682494
0.000106734	-8.34229427	-2.297303174
0.000109557	-7.609990156	-2.296991181
0.000111624	-6.931030214	-2.297319472
0.000115191	-6.228236343	-2.297742991
0.000116741	-5.561775925	-2.297323197
0.000119382	-4.862678632	-2.297687577
0.000122356	-4.157482144	-2.297413535
0.000125395	-3.493967981	-2.297830535
0.000128259	-2.768630681	-2.297461731
0.000130405	-2.138572324	-2.297856612
0.000132129	-1.405559922	-2.29798723
0.000137633	-0.721904491	-2.297563944
0.000138872	0.067390947	-2.297838684
0.000140238	0.767627238	-2.297847299
0.000143858	1.41243194	-2.297967207
0.000144934	2.066529532	-2.298335545
0.000148253	2.710107773	-2.298295265
0.000151343	3.420068547	-2.29833927
0.000154097	4.128920003	-2.298683859
0.000155509	4.795505489	-2.298340667
0.000159138	5.41970694	-2.298405627
0.000161496	5.992341818	-2.29884591
0.000164042	6.665459169	-2.298714593
0.000166609	7.329323816	-2.298863605
0.000170057	8.038790936	-2.298999811
0.000173674	8.66047036	-2.298918553
0.000174647	9.301293803	-2.298854524
0.000176518	9.937627527	-2.299039159
0.000178791	10.73945244	-2.298866166
0.000182795	11.41652846	-2.29937234
0.000184887	12.13441655	-2.299364423
0.000187723	12.68882288	-2.299764194
0.000189785	13.34081481	-2.299501328
0.000192125	14.00137541	-2.299691783
0.000195432	14.67291517	-2.299632644
0.000198371	15.35773033	-2.299813554
0.000199626	16.01124133	-2.299867338
0.000203046	16.64572682	-2.300200053
0.00020455	17.33266919	-2.299616812
0.000207217	17.98817686	-2.299882006
0.000210974	18.58205725	-2.299887361
0.000213957	19.1437035	-2.300375141
0.000215973	19.68903086	-2.299875952
0.000219111	20.26403846	-2.299896441
0.000220623	20.87889205	-2.300397493
0.00022399	21.50282951	-2.300508786
0.000225957	22.18879555	-2.300544642
0.000228834	22.78572846	-2.299599349
0.000232809	23.34383272	-2.300243825
0.000234128	23.95087105	-2.300404245
0.000237408	24.53763775	-2.300499473
0.000239966	25.20478418	-2.300940221
0.00024208	25.88279575	-2.300747205
0.000246078	26.53106767	-2.300430788
0.000247786	27.18383109	-2.300745575
0.000250329	27.77598194	-2.300749999
0.000252581	28.45536712	-2.300438937
0.000254543	29.0305107	-2.300441032
0.000258212	29.5486069	-2.300439868
0.000259688	30.1191146	-2.300335793
0.000262639	30.77476725	-2.300576074
0.000265311	31.42116207	-2.300462918
0.000268291	32.08351337	-2.300573746
0.000269356	32.70665332	-2.30069831
0.000273172	33.41323525	-2.300735097
0.000276289	34.01761222	-2.301248489
0.000279221	34.56439826	-2.30141147
0.000280232	35.11409617	-2.301455475
0.000284126	35.66835303	-2.300952328
0.000285811	36.3218211	-2.30126013
0.000288108	36.93603222	-2.30108574
0.000291922	37.65594841	-2.301353263
0.000293395	38.22782201	-2.301287837
0.000296712	38.90846094	-2.301634988
0.000299398	39.31751457	-2.300714608
0.000302772	39.92026847	-2.301320899
0.000304241	40.43725833	-2.300847555
0.000306578	41.20157204	-2.300554188
0.000310979	41.73988321	-2.301269677
